이름,주소,카테고리,위도,경도,source
풍경약국,서울 금천구 독산동 159-23,약국,37.4715692615137,126.898772280032,category
그랜드연합의원,서울 관악구 신림동 755-12,병원,37.4749394732046,126.916631051428,category
서울이비인후과의원,서울 관악구 신림동 617-1,병원,37.4734454491924,126.919006751857,category
서울정형외과의원,서울 금천구 독산동 983-14,병원,37.4728668315284,126.89890731902358,category
런드리익스프레스샵 신림신원시장점,서울 관악구 신림동 1604-15,코인빨래방,37.4808507263864,126.92712669533638,keyword
화이트365 관악신원점,서울 관악구 신림동 1606-4,코인빨래방,37.481379967638745,126.927694880847,keyword
스포애니 신림동점,서울 관악구 신림동 1695,헬스장,37.4813038376049,126.92844342077,keyword
짐박스피트니스 신림역점,서울 관악구 신림동 1640-31,헬스장,37.4832907586575,126.928769412697,keyword
르마인스터디,서울 관악구 신림동 116-23,스터디카페,37.4716793512624,126.934842008518,keyword
프레쉬스터디카페 신림점,서울 관악구 신림동 408-40,스터디카페,37.4755283022991,126.936193038707,keyword
예그리나 스터디룸,서울 관악구 신림동 1519-18,스터디카페,37.46947542409577,126.93639374930262,keyword
수PC,서울 관악구 신림동 1602-2,PC방,37.4815425150012,126.928295082237,keyword
프린트카페 서울대입구역2호점,서울 관악구 봉천동 859-17,프린트카페,37.482850667502284,126.95323117341378,keyword
세븐일레븐 관악미성점,서울 관악구 신림동 1474-24,편의점,37.4812376976454,126.914349260891,category
GS25 신림수성점,서울 관악구 신림동 507-31,편의점,37.4827359507184,126.917983674876,category
GS25 신림금성점,서울 관악구 신림동 1570-9,편의점,37.4822713062447,126.918382164046,category
CU 관악신사점,서울 관악구 신림동 525-26,편의점,37.48285532946747,126.9160524156264,category
신림4번출구약국,서울 관악구 신림동 1640-6,약국,37.4839287757611,126.928940666353,category
예주약국,서울 관악구 신림동 492-5,약국,37.485345497579345,126.91831097936632,category
박산부인과의원,서울 관악구 신림동 1475-5,병원,37.4805494355942,126.914499286046,category
손홍주내과피부과의원,서울 관악구 신림동 1475-6,병원,37.4803656528439,126.914531152248,category
연세비뇨기과의원,서울 관악구 신림동 1474-24,병원,37.48118365765249,126.9143775878807,category
박춘식산부인과의원,서울 관악구 신림동 1567-27,병원,37.4785246006295,126.915378917077,category
닥터엠의원,서울 관악구 신림동 530-2,병원,37.4832917161851,126.91396249725918,category
덕원헬스,서울 관악구 신림동 1580-21,헬스장,37.4821776799362,126.923899726945,keyword
더짐혼,서울 관악구 신림동 1604-37,헬스장,37.4804888724917,126.92769913129,keyword
리움스터디카페,서울 관악구 신림동 1641-22,스터디카페,37.4819454961337,126.930183969549,keyword
레벨업PC카페,서울 관악구 신림동 1745,PC방,37.4837585881142,126.930630020347,keyword
하이브PC방,서울 관악구 신림동 1640-13,PC방,37.4836876361961,126.929492651967,keyword
SNS PC방 신림점,서울 관악구 신림동 1638-19,PC방,37.4828947788357,126.929543145092,keyword
포포PC방,서울 관악구 신림동 1641-12,PC방,37.4830004649275,126.9299941711,keyword
세븐일레븐 신사시장점,서울 관악구 신림동 511-4,편의점,37.4840610862587,126.916345037027,category
이마트24 신림드림점,서울 관악구 신림동 512-4,편의점,37.484656617016796,126.91629462378012,category
CU 관악건영점,서울 관악구 신림동 511-17,편의점,37.484402409492,126.914861229557,category
세븐일레븐 관악조원점,서울 관악구 신림동 532-26,편의점,37.484469201446,126.912554603812,category
신원약국,서울 관악구 신림동 1586-1,약국,37.4834311903913,126.925640781353,category
해온미소치과의원,서울 관악구 신림동 538-2,병원,37.4821198977633,126.914256107838,category
엄창수신경외과의원,서울 관악구 신림동 527-2,병원,37.4821462112498,126.914759771983,category
세계로동물의료센터,서울 관악구 신림동 526-9,병원,37.48255327213309,126.91701718342728,category
수정형외과의원,서울 관악구 신림동 519-7,병원,37.4850898929255,126.913639324632,category
새생명내과의원,서울 관악구 신림동 527-2,병원,37.48217141662633,126.91472808578945,category
런드리익스프레스 별빛거리점,서울 관악구 신림동 1459-4,코인빨래방,37.48667058395438,126.92606949620114,keyword
화이트365 신림점,서울 관악구 신림동 1432-50,코인빨래방,37.48613781005523,126.9285462257136,keyword
호텔런드리 보라매점,서울 관악구 신림동 1458-11,코인빨래방,37.4870350076085,126.925299130038,keyword
워시엔조이 신림역2호점,서울 관악구 신림동 1432-103,코인빨래방,37.48586727122685,126.92815639777155,keyword
제로백PC방,서울 관악구 신림동 1432-73,PC방,37.4857733360579,126.92926794764,keyword
쿡PC,서울 관악구 신림동 1432,PC방,37.4872401915619,126.92780230349,keyword
꼬마PC,서울 관악구 신림동 1433-74,PC방,37.4847775960729,126.927572886644,keyword
제로백PC 봉천점,서울 관악구 봉천동 702-102,PC방,37.4911211876755,126.926916573737,keyword
초콜릿PC방 신림점,서울 관악구 신림동 1437-23,PC방,37.4865509088944,126.926324020105,keyword
인터파크수 pc방,서울 관악구 신림동 1602-1,PC방,37.4815351921972,126.92810627609,keyword
뽀빠이피씨방 신림역점,서울 관악구 신림동 1640-9,PC방,37.4839290198638,126.929347701458,keyword
GS25 신림석류점,서울 관악구 신림동 477-8,편의점,37.4871437578651,126.918091926512,category
세븐일레븐 M신대방역점,서울 동작구 신대방동 643-1,편의점,37.48757633464119,126.91317513329555,category
세븐일레븐 신림사랑점,서울 관악구 신림동 499-56,편의점,37.4870324498363,126.914858244914,category
CU 신림4동점,서울 관악구 신림동 480-2,편의점,37.48578058948744,126.91817369316186,category
세븐일레븐 관악청솔점,서울 관악구 신림동 504-1,편의점,37.4850047661623,126.915534425235,category
보라매대학약국,서울 동작구 신대방동 395-62,약국,37.492710431355526,126.92385285664221,category
보라매서울약국,서울 동작구 신대방동 395-70,약국,37.4921404630981,126.924427870217,category
대림대학약국,서울 영등포구 대림동 948-14,약국,37.492398638148,126.908546917788,category
이화약국,서울 영등포구 신길동 4668,약국,37.49507763974967,126.90894622364839,category
서울특별시 보라매병원,서울 동작구 신대방동 425,병원,37.49378013319461,126.92417404925128,category
우리들이비인후과의원,서울 관악구 신림동 518-1,병원,37.486685380592085,126.9133695132956,category
서울하이안치과의원 신대방점,서울 관악구 신림동 517-11,병원,37.48688927872241,126.91373901616296,category
관악정의원,서울 관악구 신림동 519-6,병원,37.4852196346808,126.913634652597,category
닥터강이비인후과의원,서울 관악구 신림동 481-26,병원,37.4853421991671,126.918754207532,category
전로원내과의원,서울 동작구 신대방동 588-3,병원,37.49070286378157,126.90844495578105,category
런드리익스프레스샵 뉴신림로데오점,서울 관악구 신림동 1441-1,코인빨래방,37.488438891366236,126.92692144840544,keyword
스포애니 보라매점,서울 관악구 봉천동 972-5,헬스장,37.4900292847527,126.927107602832,keyword
짐인더하우스 2호점,서울 관악구 봉천동 702-49,헬스장,37.4905878838934,126.927066352871,keyword
짐퍼스트 동작점,서울 동작구 신대방동 565,헬스장,37.493469084954675,126.91097230374386,keyword
F45 보라매점,서울 동작구 신대방동 395-69,헬스장,37.49127995836273,126.92436089131425,keyword
공간샘스터디카페 신대방삼거리역점,서울 동작구 대방동 393-67,스터디카페,37.5000314003967,126.928649471013,keyword
미스테리PC,서울 영등포구 신길동 508,PC방,37.5001404172531,126.918869360776,keyword
공주게임장,서울 관악구 신림동 1425-15,PC방,37.4868050877254,126.92943092597,keyword
프린트카페 숭실대점,서울 동작구 상도동 503-12,프린트카페,37.4950962645012,126.955567732625,keyword
프린트카페 숭실대정문점,서울 동작구 상도동 488,프린트카페,37.4969353374492,126.953533374914,keyword
GS25 금천벽산하이퍼점,서울 금천구 시흥동 1010,편의점,37.45349744340793,126.91957528112914,category
GS25 금천초교점,서울 금천구 시흥동 204-1,편의점,37.45348491341415,126.91089878612455,category
세븐일레븐 금천벽산1단지점,서울 금천구 시흥동 1010,편의점,37.4517463437954,126.920268819454,category
CU 시흥탑동점,서울 금천구 시흥동 228-30,편의점,37.4520734706614,126.913930456661,category
CU 시흥동일점,서울 금천구 시흥동 267-22,편의점,37.4498780942839,126.914472049234,category
GS25 금천벽산타운점,서울 금천구 시흥동 1010,편의점,37.449938884872,126.917603603056,category
GS25 금천탑골점,서울 금천구 시흥동 263-11,편의점,37.4507821450043,126.912467255999,category
세븐일레븐 금천탑골점,서울 금천구 시흥동 220-106,편의점,37.4523872441967,126.911786148234,category
GS25 뉴시흥우방점,서울 금천구 시흥동 1011,편의점,37.44992757593119,126.91313503532568,category
세븐일레븐 관악삼성점,서울 관악구 신림동 1713-12,편의점,37.461131378004865,126.92594205592638,category
GS25 삼성산주공점,서울 관악구 신림동 1714,편의점,37.4631356021598,126.926541420347,category
CU 뉴시흥첼시점,서울 금천구 시흥동 823-31,편의점,37.4535753221179,126.907775945957,category
GS25 시흥5동점,서울 금천구 시흥동 827,편의점,37.452038123772,126.908846977279,category
GS25 금천독산로점,서울 금천구 시흥동 818-6,편의점,37.455232400154,126.906774795557,category
GS25 시흥금하로점,서울 금천구 시흥동 271-10,편의점,37.4503379161414,126.911220090446,category
CU 건영타운점,서울 금천구 시흥동 384-12,편의점,37.4499721336197,126.910066647448,category
CU 금천독산로점,서울 금천구 시흥동 848-34,편의점,37.4572818836247,126.905239629525,category
세븐일레븐 시흥초교점,서울 금천구 시흥동 819-9,편의점,37.4551525275305,126.906037991123,category
GS25 시흥탑스빌점,서울 금천구 시흥동 268-46,편의점,37.4491025049778,126.915983915044,category
GS25 은행나무사거리점,서울 금천구 시흥동 837-38,편의점,37.452341510182,126.906217815284,category
이마트24 금천느티나무점,서울 금천구 시흥동 814-35,편의점,37.4564079103697,126.906381143482,category
GS25 금천가온점,서울 금천구 시흥동 848,편의점,37.45799576685659,126.90447014993944,category
이마트24 금천대성점,서울 금천구 시흥동 910-15,편의점,37.45023636424756,126.90802867741581,category
GS25 시흥초교점,서울 금천구 시흥동 878-9,편의점,37.455507612345,126.903903681086,category
CU 시흥승리점,서울 금천구 시흥동 911-18,편의점,37.4502424843647,126.908950869341,category
GS25 금천은행점,서울 금천구 시흥동 908-24,편의점,37.4510511708366,126.906106410376,category
GS25 금천나래점,서울 금천구 시흥동 854,편의점,37.45786156276037,126.9023228248503,category
CU 금천히어로점,서울 금천구 시흥동 862-14,편의점,37.4606213504999,126.903404325559,category
이마트24 금천빌리지점,서울 금천구 시흥동 846,편의점,37.4567183141287,126.903585663749,category
CU 금천해피점,서울 금천구 시흥동 868-35,편의점,37.4593080993967,126.901733196385,category
별장약국,서울 금천구 시흥동 918-20,약국,37.44915172506937,126.90826168194272,category
태평양약국,서울 금천구 시흥동 828-40,약국,37.45125514141133,126.90884453691557,category
대우당약국,서울 금천구 시흥동 921-1,약국,37.45069439684767,126.9061407609077,category
광장온누리약국,서울 금천구 시흥동 911,약국,37.45088110957735,126.90870033083165,category
명신약국,서울 금천구 시흥동 248-9,약국,37.4517614751661,126.911164159869,category
벽산온누리약국,서울 금천구 시흥동 1010,약국,37.451754367447705,126.92014223198925,category
행복한우리약국,서울 금천구 시흥동 830-13,약국,37.4508557175392,126.909659863778,category
도토리약국,서울 금천구 시흥동 1010,약국,37.45175896635835,126.92028123791806,category
한마음약국,서울 금천구 시흥동 912-20,약국,37.450435703873424,126.9094750244085,category
365그랜드약국,서울 금천구 시흥동 881-52,약국,37.45587160477385,126.90169248354285,category
은행나무약국,서울 금천구 시흥동 831-6,약국,37.4516295998899,126.908375063117,category
늘사랑온누리약국,서울 금천구 시흥동 1013,약국,37.4497711466195,126.920008723541,category
삼화약국 공공심야약국,서울 금천구 시흥동 905-8,약국,37.45010972892597,126.90400890908289,category
하늘약국,서울 금천구 시흥동 912-20,약국,37.4504374920471,126.909456939865,category
벽산프라자약국,서울 금천구 시흥동 1013-7,약국,37.4503476061138,126.914587919923,category
우리스마일약국,서울 금천구 시흥동 266-1,약국,37.4498861019036,126.914331902629,category
휴베이스 동백약국,서울 금천구 시흥동 841-55,약국,37.4540258715207,126.90332013156969,category
비즈메드약국,서울 금천구 시흥동 889-8,약국,37.452959450099875,126.90159457818869,category
대한약국,서울 금천구 시흥동 830,약국,37.4511327125939,126.908985955449,category
코끼리약국,서울 금천구 시흥동 912-20,약국,37.4503906809392,126.909511243418,category
새연세약국,서울 금천구 시흥동 841-6,약국,37.4551450277242,126.905671809197,category
세명당약국,서울 금천구 시흥동 883-18,약국,37.45371425116375,126.90129747730735,category
1층메디컬약국,서울 금천구 시흥동 889-8,약국,37.45301528931315,126.9015662503346,category
우리온누리약국,서울 관악구 신림동 307-1,약국,37.46500647385301,126.93166694233531,category
아이사랑약국,서울 금천구 시흥동 889-8,약국,37.45304424491595,126.90171426707502,category
은혜약국,서울 금천구 시흥동 882-45,약국,37.4554292889764,126.900712027777,category
마미약국,서울 금천구 시흥동 912-20,약국,37.45046543122863,126.90946707753734,category
온누리건강약국,서울 금천구 시흥동 883,약국,37.45457169283255,126.9009120786605,category
천주교서울대교구유지재단 전진상의원,서울 금천구 시흥동 200-2,병원,37.452521555609586,126.9106671116516,category
내일내과의원,서울 금천구 시흥동 912-20,병원,37.4504519601772,126.909524731397,category
오케이치과,서울 관악구 신림동 1735-3,병원,37.46024851308559,126.91925721971889,category
고운맘소아청소년과의원,서울 관악구 신림동 1735-8,병원,37.4604788967741,126.920178166889,category
하나치과의원,서울 관악구 신림동 1735-8,병원,37.4604464573136,126.920173680171,category
연세안과의원,서울 금천구 시흥동 266-1,병원,37.449871679972496,126.91432400808975,category
한마음외과의원,서울 금천구 시흥동 841-5,병원,37.4551306512178,126.905721556926,category
연세베스트의원,서울 관악구 신림동 1735-3,병원,37.46021072001331,126.91932959932637,category
연세이비인후과의원,서울 금천구 시흥동 911,병원,37.45088290549071,126.90869241755705,category
금천연세정형외과의원,서울 금천구 시흥동 912-20,병원,37.45044291716763,126.90948179661228,category
허브동물병원,서울 금천구 시흥동 837,병원,37.4536228479823,126.906340537169,category
우리치과의원,서울 금천구 시흥동 1013-7,병원,37.4503440020629,126.914587924021,category
이성림산부인과의원,서울 금천구 시흥동 912-20,병원,37.4504158573548,126.909443404154,category
신동현내과의원,서울 관악구 신림동 668-4,병원,37.4630728691676,126.918796395198,category
우리들치과의원,서울 관악구 신림동 1714,병원,37.4631211944144,126.926554998526,category
신종렬치과,서울 관악구 신림동 668-3,병원,37.4631557714864,126.91880986963,category
온유치과의원,서울 금천구 시흥동 803-20,병원,37.459274935050736,126.90525519918033,category
김용호소아청소년과의원,서울 금천구 시흥동 856-22,병원,37.459695305639706,126.90475508127646,category
노아동물병원,서울 금천구 시흥동 262-6,병원,37.4502019731673,126.912576426022,category
금천삼성본정형외과의원,서울 금천구 시흥동 994-9,병원,37.45363877525367,126.9004725324013,category
김성진정형외과의원,서울 금천구 시흥동 802-27,병원,37.46006408287,126.905082398839,category
명내과의원,서울 금천구 시흥동 803-3,병원,37.4595596545567,126.905254839965,category
삼성서울치과의원,서울 금천구 시흥동 1013,병원,37.4497531385979,126.920026824942,category
연세세란피부과의원,서울 금천구 시흥동 883-11,병원,37.453906213868905,126.90135373512359,category
연세현대치과의원,서울 금천구 시흥동 856-25,병원,37.4593899375509,126.904848151861,category
하나수의원,서울 금천구 시흥동 1010,병원,37.4517571086547,126.92019873753621,category
최명수 이비인후과의원,서울 금천구 시흥동 802-27,병원,37.4601794485807,126.905127464853,category
퍼스트왕치과의원,서울 관악구 신림동 1738-1,병원,37.4641617727787,126.919500559638,category
엘림의원,서울 금천구 시흥동 794-8,병원,37.4624060860334,126.908863781205,category
우리비뇨기과의원,서울 금천구 시흥동 830-5,병원,37.450911448880966,126.90948801297866,category
은행나무동물병원,서울 금천구 시흥동 909-5,병원,37.4516178174105,126.907131893754,category
우정이비인후과의원,서울 금천구 시흥동 1013-7,병원,37.4503440020629,126.914587924021,category
연세탑내과의원,서울 금천구 시흥동 994-9,병원,37.4537892347123,126.900461031038,category
제일내과의원,서울 금천구 시흥동 804-3,병원,37.4601441162249,126.906013661022,category
서울대효병원 금천병원,서울 금천구 시흥동 883-5,병원,37.45450173263828,126.90129305184891,category
런드리나인 금천시흥은행나무점,서울 금천구 시흥동 220-68,코인빨래방,37.4520823043523,126.911255324542,keyword
워시팡팡셀프빨래방 금하점,서울 금천구 시흥동 918-13,코인빨래방,37.4493967873704,126.908244430678,keyword
힐링워시,서울 금천구 시흥동 220-73,코인빨래방,37.4518531929817,126.91091767421,keyword
런드리익스프레스샵 관악샘말점,서울 관악구 신림동 255-114,코인빨래방,37.46591353119095,126.9377159232966,keyword
호텔런드리 서울대학점,서울 관악구 신림동 1546-17,코인빨래방,37.467864793161,126.935426351055,keyword
워시프렌즈 셀프빨래방 관악구대학동점,서울 관악구 신림동 255-81,코인빨래방,37.4664064330454,126.936119403966,keyword
워시피플 금천시흥동점,서울 금천구 시흥동 987,코인빨래방,37.4499124203843,126.901831378856,keyword
런드리익스프레스 대학점,서울 관악구 신림동 1519-2,코인빨래방,37.47023059513389,126.9366248511488,keyword
워시엔조이 신림대학동점,서울 관악구 신림동 251-27,코인빨래방,37.4681557587664,126.938695264309,keyword
런드리익스프레스샵 서림SJ점,서울 관악구 신림동 108-107,코인빨래방,37.4731539156859,126.93577677537914,keyword
크린토피아 코인워시365 관악대학동점,서울 관악구 신림동 1536-11,코인빨래방,37.4688536435376,126.936239407678,keyword
화이트365 관악대학점,서울 관악구 신림동 1517-19,코인빨래방,37.4693659379551,126.937211146126,keyword
크린업24 대학동2호점,서울 관악구 신림동 1542-14,코인빨래방,37.46806445102305,126.93641190100448,keyword
AMPM워시큐 서울대점,서울 관악구 신림동 1554-19,코인빨래방,37.4680382205992,126.934576130271,keyword
워시팡팡셀프빨래방 시흥3동점,서울 금천구 시흥동 954,코인빨래방,37.442293669517426,126.9043014012484,keyword
런드리익스프레스 서림점,서울 관악구 신림동 103-140,코인빨래방,37.47210043449908,126.94055958840029,keyword
AMPM워시큐 녹두거리점,서울 관악구 신림동 246-10,코인빨래방,37.468402282996,126.938019071908,keyword
크린토피아 코인워시365 광명비엔팰리스점,경기 광명시 소하동 36-52,코인빨래방,37.45142185115239,126.8908001359939,keyword
워시프렌즈 셀프빨래방 관악신림동점,서울 관악구 신림동 123-1,코인빨래방,37.4721524728752,126.938370944963,keyword
프로바디핏,서울 금천구 시흥동 830-22,헬스장,37.45110111097507,126.91007659743438,keyword
일루고짐&PT 벽산점,서울 금천구 시흥동 1010,헬스장,37.45175440332744,126.9201953499027,keyword
트리니코스,서울 금천구 시흥동 264-19,헬스장,37.4501946822431,126.913689627986,keyword
데이원휘트니스 금천시흥점,서울 금천구 시흥동 910,헬스장,37.4506958313725,126.907964826306,keyword
삼원,서울 금천구 시흥동 838-32,헬스장,37.4527232662069,126.905873762826,keyword
일루와짐,서울 금천구 시흥동 1010,헬스장,37.4499460480392,126.917539177108,keyword
데이원휘트니스,서울 금천구 시흥동 892-58,헬스장,37.4517412941522,126.903800003272,keyword
더짐랩,서울 금천구 시흥동 935,헬스장,37.448507744119894,126.9040301680717,keyword
디지피트니스&골프 금천구청점,서울 금천구 시흥동 890-4,헬스장,37.4519705649622,126.902108971895,keyword
에스인핏PT,서울 금천구 시흥동 907-4,헬스장,37.4502759112532,126.905619155947,keyword
굿데이짐GX휘트니스센터,서울 금천구 시흥동 993-3,헬스장,37.45292455975271,126.90081479511942,keyword
데이원휘트니스,서울 금천구 시흥동 991-5,헬스장,37.4506427697967,126.901384014268,keyword
영헬스,서울 금천구 시흥동 991-21,헬스장,37.451014451998,126.900862523538,keyword
저스트크루,서울 금천구 시흥동 904-6,헬스장,37.4494574821676,126.903011833757,keyword
슬림한바디짐 시흥2호점,서울 금천구 시흥동 904-7,헬스장,37.4494557061138,126.903043479814,keyword
크로스핏찬,서울 금천구 시흥동 903-12,헬스장,37.4510808594841,126.902709115543,keyword
제이미PT스튜디오,서울 금천구 시흥동 870-10,헬스장,37.457559450414,126.899843435281,keyword
이너멜피트니스,서울 관악구 신림동 116-24,헬스장,37.471605540067635,126.93497207642021,keyword
동방짐 1호점,서울 관악구 신림동 1514-5,헬스장,37.470748476851,126.93460542095,keyword
신라,서울 금천구 시흥동 999-36,헬스장,37.4548987463981,126.899826639513,keyword
기본스터디카페 금천시흥점,서울 금천구 시흥동 264-14,스터디카페,37.4502240240734,126.913155035165,keyword
비온탑스터디카페 금천시흥점,서울 금천구 시흥동 936-1,스터디카페,37.448183879419,126.903537851502,keyword
조셉스터디카페,서울 금천구 시흥동 890,스터디카페,37.4522226712406,126.901895040072,keyword
탑플라이트스터디카페 서울대점,서울 관악구 신림동 242-3,스터디카페,37.469164794675436,126.9385101799921,keyword
어라운드스터디카페 서울대점,서울 관악구 신림동 238-10,스터디카페,37.4702816748823,126.939533451182,keyword
셀독24스터디카페 신림대학점,서울 관악구 신림동 1517-17,스터디카페,37.46931568796628,126.93760118775681,keyword
더공간스터디카페 신림대학동점,서울 관악구 신림동 1544,스터디카페,37.4685436544749,126.936162802267,keyword
초월 스터디카페,서울 관악구 신림동 241-112,스터디카페,37.469323486991,126.938730484588,keyword
아이비스터디카페,서울 관악구 신림동 1533-3,스터디카페,37.4695447817404,126.934704817561,keyword
메타PC 금천본점,서울 금천구 시흥동 889-8,PC방,37.4530424372446,126.90170748831,keyword
혀기네 PC 카페,서울 금천구 시흥동 926,PC방,37.4489447364546,126.908577240089,keyword
투아트플스방,서울 관악구 신림동 1542-3,PC방,37.4684431492494,126.936922530295,keyword
피씨태그PC방,서울 관악구 신림동 1533-5,PC방,37.469526632003,126.934470832933,keyword
헬리오스PC방,서울 관악구 신림동 1524-2,PC방,37.470092391072,126.934334685627,keyword
스타PC,서울 관악구 신림동 1538-2,PC방,37.4691364054172,126.937636380137,keyword
마운틴PC,서울 관악구 신림동 255-86,PC방,37.466662307855,126.936096578377,keyword
우리PC방,서울 금천구 시흥동 941-1,PC방,37.4424579088547,126.904616470233,keyword
쓰리에스피시카페,서울 관악구 신림동 1517-17,PC방,37.46930577923327,126.93760571772737,keyword
초콜릿PC존,서울 관악구 신림동 1534-13,PC방,37.4690582992479,126.934819414103,keyword
미디어웹 관악구,서울 관악구 신림동 1534-16,PC방,37.4688602238389,126.935086366797,keyword
PC토랑 신림본점,서울 관악구 신림동 1513-1,PC방,37.4715920736592,126.933441434566,keyword
메타PC 신림본점,서울 관악구 신림동 1513-1,PC방,37.47157586949533,126.93346631922212,keyword
쿨케이PC,서울 관악구 신림동 255-37,PC방,37.4664473661898,126.936840558233,keyword
2아트플스4방,서울 관악구 신림동 1542-3,PC방,37.4684719984737,126.936954157841,keyword
PC클럽블루,서울 관악구 신림동 257-13,PC방,37.468525538869,126.935986471883,keyword
제로백 광명신촌점,경기 광명시 소하동 1364,PC방,37.4483798935061,126.89163067416,keyword
GS25 신림주공점,서울 관악구 신림동 1704-2,편의점,37.466498846057604,126.92911316078431,category
GS25 신림미림점,서울 관악구 신림동 305-30,편의점,37.4655605928823,126.931661916504,category
착한약국,서울 관악구 신림동 307-6,약국,37.464519071401526,126.93174425049837,category
오사랑치과의원,서울 관악구 신림동 635-23,병원,37.47070526667807,126.92002033477684,category
런드리킹셀프빨래방 신림대학동점,서울 관악구 신림동 1546-2,코인빨래방,37.4686190301863,126.935593004915,keyword
짐박스피트니스 신림4호점,서울 관악구 신림동 107-123,헬스장,37.475060141783,126.936871748797,keyword
더슈트,서울 관악구 신림동 1517-21,헬스장,37.4700535208871,126.93742196418,keyword
짐박스피트니스 신림본점,서울 관악구 신림동 1747,헬스장,37.4702225365386,126.938424530026,keyword
짐박스피트니스 봉천점,서울 관악구 봉천동 895-18,헬스장,37.4810908316725,126.946472346785,keyword
일취월장관리형스터디카페 신림점,서울 관악구 신림동 1532,스터디카페,37.469823592337,126.933801352485,keyword
캠스터디카페 신림센터,서울 관악구 신림동 1535-2,스터디카페,37.4694012080245,126.935777725162,keyword
애플PC,서울 관악구 신림동 1536,PC방,37.4693436782708,126.936026469868,keyword
니케PC카페,서울 관악구 신림동 1517-19,PC방,37.4693578636832,126.937276718067,keyword
매니아존PC방,서울 관악구 신림동 1536-13,PC방,37.4689039190946,126.935904758462,keyword
타이거PC카페 대학점,서울 관악구 신림동 818-18,PC방,37.4684218157862,126.93746967158,keyword
CU 관악스마일점,서울 관악구 신림동 610-319,편의점,37.476080174952756,126.9247187650948,category
종로늘푸른약국,서울 관악구 신림동 1514,약국,37.47120044507562,126.93399570819298,category
관악그랜드약국,서울 관악구 신림동 1513-1,약국,37.47166323433736,126.93340745739896,category
팜프라자약국,서울 관악구 신림동 112-38,약국,37.4725392159972,126.933762782128,category
인제약국,서울 관악구 신림동 808-495,약국,37.471102420062415,126.93272628723503,category
순환약국,서울 관악구 신림동 1544,약국,37.46853645371939,126.9361763734528,category
연세나눔치과의원,서울 관악구 신림동 613-3,병원,37.47402561228474,126.91887950931348,category
난곡으뜸치과의원,서울 관악구 신림동 617-3,병원,37.4731851449966,126.919134778314,category
한내과의원,서울 관악구 신림동 608-38,병원,37.47433010679655,126.91881134967485,category
굿모닝플러스의원,서울 관악구 신림동 704-13,병원,37.47129595357029,126.91946690884313,category
관악본치과의원,서울 관악구 신림동 705-2,병원,37.4712473906574,126.91960148599361,category
난곡치과의원,서울 관악구 신림동 706-22,병원,37.4725372038629,126.918967034545,category
화이트365 서울대서원역점,서울 관악구 신림동 92-107,코인빨래방,37.47880531285337,126.93461648993205,keyword
Be OK GYM,서울 관악구 신림동 110-29,헬스장,37.473062076883,126.934255214376,keyword
라이프짐 서원역점,서울 관악구 신림동 409-83,헬스장,37.4778130266036,126.932524684964,keyword
조이풀피티샵,서울 관악구 신림동 112,헬스장,37.4723374050219,126.933790091714,keyword
바운드짐 신림역점,서울 관악구 신림동 86-1,헬스장,37.4826197152869,126.930633334543,keyword
원펀짐,서울 관악구 신림동 118-3,헬스장,37.4711077893817,126.937585002083,keyword
스터디카페녹두,서울 관악구 신림동 122-25,스터디카페,37.4717903057902,126.938445853394,keyword
비에이블스터디카페 샤로수길센터,서울 관악구 신림동 1518-19,스터디카페,37.469437729209,126.936668477058,keyword
TNT PC존 신림점,서울 관악구 신림동 1628-83,PC방,37.4798951860399,126.927827460304,keyword
GS25 뉴신림신원점,서울 관악구 신림동 1583-23,편의점,37.4810534368486,126.924235527788,category
서강약국,서울 관악구 신림동 1635-82,약국,37.4795242486493,126.928284574343,category
은약국,서울 관악구 신림동 1602-1,약국,37.4815766124257,126.92806327291,category
튼튼약국,서울 관악구 신림동 1636-35,약국,37.4807160702709,126.927934078282,category
새싹온누리약국,서울 관악구 신림동 404-1,약국,37.4742366901712,126.933711541792,category
신림프라자약국,서울 관악구 신림동 1634-17,약국,37.4788413794385,126.931482498851,category
영광메디컬약국,서울 관악구 신림동 112-42,약국,37.4729294165102,126.933875486596,category
나을의원,서울 관악구 신림동 614-19,병원,37.473686580792,126.918513593949,category
미인플란트치과,서울 관악구 신림동 607-30,병원,37.4751703957291,126.917006128115,category
서울N치과,서울 관악구 신림동 755-12,병원,37.4749502821219,126.916626517348,category
AMPM워시큐 신림점,서울 관악구 신림동 92-362,코인빨래방,37.4789284309302,126.932445672151,keyword
런드렛 아쿠아워시 신림,서울 관악구 신림동 1631-3,코인빨래방,37.47912548783116,126.92892373387629,keyword
자마이카피트니스 신림점,서울 관악구 신림동 1422-5,헬스장,37.484765596349,126.93008863078,keyword
이마트24 관악신원점,서울 관악구 신림동 1583-1,편의점,37.4814027138235,126.923746749181,category
세븐일레븐 관악일등점,서울 관악구 신림동 487-12,편의점,37.4833680728215,126.920049803315,category
CU 관악진우점,서울 관악구 신림동 1576-23,편의점,37.482777858759,126.921312222332,category
GS25 신림성화점,서울 관악구 신림동 1587-2,편의점,37.4835268868349,126.925942569431,category
CU 신림행운점,서울 관악구 신림동 1580-4,편의점,37.4827398156322,126.92375443544,category
형제약국,서울 관악구 신림동 1586-1,약국,37.483431190383996,126.92564078135389,category
